minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,805.9167,117.80001,11.616667,29788.672,2.2769184,1.6247419118881226,1.461221,209.54166519641876,84.77208,6.188814854852363,0.17647058823529413,599784.2,30056416.0,4012050.8,1951390.5,45985580000000.0,9.270708,3.2555224895477295,1.6902246,1822392.375,2294879.5,3.8847189264513045,0.55056614
0.0,1017.65,99.32672,6.883333,29267.418,5.400902,2.191433906555176,1.7182432,136.9333312958479,61.342804,6.066732798452683,0.23923444976076555,209624.78,16119523.0,3190372.2,1779705.2,15451156000000.0,4.683087,2.308565378189087,1.2320807,2180535.5625,2251617.2,4.178247592752312,0.56306046
0.0,1343.2167,172.37471,15.258333,69373.78,2.1755614,1.6496537923812866,1.5248424,285.9249905347824,118.3921,6.505574924887288,0.049586776859504134,1235280.1,56280790.0,8130156.5,3573265.2,163138460000000.0,8.825063,3.159487247467041,1.5710112,4929588.125,5014131.0,3.9813347214351738,0.5710955
0.0,1047.9833,84.64973,7.4083333,37696.348,9.946646,3.119532346725464,2.28889,27.11666750907898,32.64407,5.810899923119588,0.19421487603305784,198455.89,24412610.0,4067674.0,1357116.5,39333060000000.0,4.462181,2.3678042888641357,1.5418166,3042775.625,2361723.8,3.828882929315807,0.43241608
0.0,1143.3,170.27507,20.95,51193.03,0.9821334,1.2815715074539185,1.3260356,284.54583740234375,130.38927,6.663915357142022,0.32231404958677684,342644.2,18200914.0,4633137.0,1584890.2,31923297000000.0,0.21708465,1.3597795963287354,1.2194914,4318922.25,3631596.2,4.079619248205363,0.51637566
6.633333,883.76666,119.62616,23.716667,26125.295,2.6285253,1.6540642976760864,1.3470521,208.93332767486572,88.53297,6.278347540184059,0.0,180632.11,20990044.0,3415986.0,1924923.5,21208127000000.0,7.5469494,2.862807273864746,1.3481402,2307040.3125,2340674.5,4.141743120604597,0.5877321
2.0,633.65,107.58667,17.266666,19520.26,0.77544427,1.265363335609436,1.2946855,203.64999866485596,84.24385,6.254077382629567,0.0,273140.44,19629390.0,2394611.5,816577.8,20192269000000.0,9.466009,3.2975990772247314,1.8765386,1639142.875,1245972.5,3.682617116961838,0.47994953
0.43333334,1220.0,207.11716,16.3,96921.45,1.6568956,1.630622148513794,1.4985589,344.61667490005493,139.7877,6.001314861975258,0.0,289875.0,69658460.0,10420822.0,4948583.0,232525860000000.0,8.499626,3.0529048442840576,1.4633008,8080600.5,6861964.0,4.044647078317141,0.54445904
0.0,906.76666,145.56575,19.4,46474.742,2.3058243,1.7213828563690186,1.4764857,235.166663646698,100.546875,6.05177423066633,0.07272727272727272,530052.0,35751480.0,5226621.0,3153663.8,57322836000000.0,9.987706,3.3690640926361084,1.4485811,2271530.625,3457579.0,4.149362950859926,0.6417953
0.0,869.95,110.41121,9.416667,38639.418,2.4750385,1.85574209690094,1.7768146,159.78334045410156,63.701305,6.210981320531297,0.33201581027667987,217313.36,17730592.0,3226674.5,1821536.2,16069574000000.0,4.9814267,2.39631724357605,1.2423587,1500789.4375,2263029.0,4.205303687513399,0.612219
1.0166667,1042.4166,203.04913,16.166666,72857.07,-0.24422598,1.0894511938095093,1.3250128,383.0458199977875,160.41168,6.050315113309589,0.0,194314.61,76538100.0,8271937.0,2228751.8,286496900000000.0,9.1083145,3.183652877807617,2.046222,3621026.4375,3805455.0,3.3924087966093057,0.344672
1.6,870.38336,181.29767,141.31667,30038.113,1.1361785,1.115770697593689,0.9534101,252.5250005722046,157.35771,6.892139218072581,0.0,210862.9,27431614.0,3728010.0,1842056.0,39873558000000.0,9.576541,3.3270137310028076,1.693813,1464307.6875,2139638.5,3.9041553615161075,0.5563827
0.0,887.0833,118.17773,20.016666,25438.988,2.7057872,1.6102256774902344,1.3460152,202.99166655540466,88.52882,6.389517876660485,0.026737967914438502,281175.56,22505908.0,2944176.0,1558882.5,27233192000000.0,9.699836,3.3545098304748535,1.7724969,950800.53125,1611159.9,3.833931438116598,0.5461491
0.0,708.15,32.3076,0.0,8904.707,12.976178,3.4790308475494385,2.9179003,4.733333110809326,4.1880836,6.01943255664008,0.706,93998.5,5226602.5,786882.5,365711.53,1455205300000.0,8.822404,3.1588926315307617,1.5330356,529369.9765625,493934.88,4.019874198972935,0.5831785
2.7166667,719.05,97.8497,27.0,20297.814,5.9752293,2.4090206623077393,1.4515938,121.88333320617676,66.06467,6.301313393191531,0.0,409339.25,12178138.0,2211934.0,1620194.6,6311387300000.0,8.755091,3.115241527557373,1.1357696,745897.8125,1581400.6,4.398153146805022,0.73742807
0.0,1003.31665,66.26524,0.0,29088.152,9.4000025,3.0821170806884766,2.5705333,15.020833253860474,17.543667,6.04833740823196,0.5984848484848485,357743.34,19324358.0,2655128.0,1294112.4,17922425000000.0,9.677972,3.3290035724639893,1.5944574,1017074.0,1609329.0,4.0076620177143765,0.60268074
0.0,886.2833,53.761703,0.0,17907.25,12.433753,3.3445372581481934,2.48595,13.554167032241821,17.459913,6.192298937581639,0.5909090909090909,175191.77,5315349.0,1719497.2,1269553.1,1754742100000.0,1.1274352,1.3749866485595703,0.77038026,1454007.4375,1492348.0,4.579239005510074,0.75534934
0.0,1070.4667,68.6239,12.891666,18720.426,13.774208,3.2234981060028076,1.9896803,39.733333587646484,33.607044,6.210363538580424,0.07851239669421488,461476.97,9029698.0,1429277.4,824685.94,3639174800000.0,9.639051,3.3051555156707764,1.3347039,606026.125,955600.25,4.252144216494541,0.6952492
0.0,757.9667,60.360474,3.1333334,21938.766,8.07022,2.9506144523620605,2.4504986,11.949999809265137,17.755785,6.187821744991913,0.05234159779614325,447203.94,13364803.0,1954141.5,1059515.9,8409977500000.0,9.211256,3.226344585418701,1.4840256,739101.125,1221004.0,4.095081896111803,0.62952924
0.0,1335.0667,94.59755,5.0,42371.723,7.0129757,2.623171806335449,2.1732473,13.858332991600037,38.61042,6.533945514872977,0.027777777777777776,312637.94,19956066.0,3594678.5,1821909.6,20429220000000.0,6.969881,2.7546682357788086,1.257378,3044562.5,2546616.5,4.225897747988127,0.6322257
0.0,1622.8833,99.5384,5.0,59686.96,9.402558,3.02803635597229,2.4513202,17.645833015441895,30.870304,6.281361697035152,0.03282828282828283,1300032.1,28851006.0,5305566.0,3475505.5,36701578000000.0,8.607025,3.0881474018096924,1.1418542,2373519.0,3857403.5,4.3888035069161315,0.7325889
0.0,1034.1666,179.38142,21.183334,67830.1,0.53254604,1.3312703371047974,1.4485867,318.6458312869072,130.4284,6.405052321502195,0.20909090909090908,1213145.2,58233932.0,7456513.5,3414653.5,149401140000000.0,9.552998,3.2363367080688477,1.6392348,3636022.5,4198081.5,3.925203551933367,0.5623389
0.31666666,522.31665,47.09879,7.383333,7227.5986,9.194909,2.951598644256592,1.8009348,43.97083258628845,25.278124,6.365612845988628,0.0,224616.23,4018497.5,938244.75,725060.06,664584650000.0,7.740157,2.8690829277038574,0.8688784,377239.84375,765971.6,4.585048549516452,0.8035233
