minimum_time,maximum_time,mean_time,median_time,variance_time,kurtosis_time,skewness_time,coeff_of_var_time,iqr_time,trimmed_mean_time,entropy_time,proportion_of_zeros,minimum_freq,maximum_freq,mean_freq,median_freq,variance_freq,kurtosis_freq,skewness_freq,coeff_of_var_freq,iqr_freq,trimmed_mean_freq,entropy_freq,spectral_flatness
0.0,484.6,54.756126,16.875,5556.139,4.108308,1.8461335897445679,1.3597236,87.25833549443632,40.074314,7.573908694337394,0.25,103362.36,2637644.2,569739.9,421054.16,293391960000.0,8.178093,2.9750006198883057,0.95070875,309323.328125,451770.53,4.5305873891554675,0.78254807
0.0,875.63336,79.18457,26.4,12764.108,8.381968,2.3993537425994873,1.424691,109.59166693687439,54.730392,7.292067688341897,0.0029154518950437317,359717.0,6231768.0,1204525.0,814468.3,1797958700000.0,8.504849,3.0914673805236816,1.1132021,440820.5,876476.25,4.4175839147373415,0.74870926
0.0,652.11664,161.49405,144.925,20491.734,-0.012171268,0.7890520095825195,0.88518786,229.35833644866943,145.35965,7.899546851222073,0.01098901098901099,192904.75,17027414.0,2404156.2,1197923.0,14504699000000.0,8.581343,3.1100666522979736,1.5841331,1405730.90625,1416308.4,3.9535209598521144,0.54998887
0.0,1136.85,202.6044,48.783333,60136.586,0.4035337,1.1101641654968262,1.2092234,367.61667680740356,163.1044,7.970845578799895,0.14476190476190476,856304.75,47222620.0,5790300.0,2282878.2,115014010000000.0,9.814877,3.3720247745513916,1.852142,3550537.6875,3056398.0,3.750089836056911,0.52200323
4.633333,1401.0333,265.1688,189.78334,74015.22,1.1836495,1.1925088167190552,1.0245562,417.8833198547363,225.53737,7.750702275900397,0.0,1258797.0,78008690.0,8502846.0,3107333.0,330283400000000.0,10.116465,3.4462878704071045,2.1373668,1559986.75,3725080.0,3.4807264680186982,0.4694196
0.0,1725.1167,274.9367,182.46666,102120.16,2.5959206,1.6452518701553345,1.1607019,360.6166582107544,214.45894,7.617051397298496,0.07202216066481995,747804.56,92111570.0,11187658.0,3605985.2,423790230000000.0,8.320008,3.0598747730255127,1.8400782,6917368.125,5490862.5,3.639542345770639,0.43459585
0.0,1210.5333,166.9054,113.03333,35041.17,5.050002,1.9283164739608765,1.1199876,204.37500095367432,134.24239,7.699034161805585,0.027855153203342618,585237.75,30000076.0,4089130.5,1632693.9,46149973000000.0,8.795635,3.1610381603240967,1.6613256,2333380.375,2310176.5,3.8919593879716867,0.5482323
0.0,943.8333,196.09875,148.13333,38477.867,0.5072861,0.9892035126686096,0.99890286,328.1458194255829,171.39784,7.727666614108989,0.07262569832402235,569384.1,29655382.0,4117566.8,2392262.5,45850160000000.0,9.829611,3.378572940826416,1.6444844,1599758.25,2439700.8,3.9738334161218773,0.59553635
0.0,1576.4667,261.51953,87.925,125387.16,1.4769993,1.5646579265594482,1.3521806,341.55832862854004,186.7981,7.391371448086839,0.016216216216216217,437579.62,126639450.0,13722802.0,1947862.2,915827750000000.0,7.57003,2.9369707107543945,2.2052817,4929082.0,5575179.5,3.0674236006624733,0.24000818
0.0,2172.95,184.7403,77.375,71466.805,11.401414,2.7223007678985596,1.4448246,252.05000019073486,129.17815,7.200449238237537,0.003105590062111801,1506488.1,55949290.0,8223248.5,4676900.0,150603720000000.0,7.637396,2.978055953979492,1.4923629,2722763.25,4699930.5,4.064242189279373,0.61967325
0.0,715.6667,178.59775,144.32501,28373.428,0.9340329,1.194224238395691,0.9417602,236.22498989105225,151.80391,7.794568550070889,0.0029411764705882353,476654.3,16056072.0,3161990.5,1739718.1,13499160000000.0,5.3788214,2.4532675743103027,1.1619643,2310692.25,2268693.2,4.295590463232989,0.6625994
0.0,1775.2,98.4543,3.0,37126.496,11.216192,2.8120505809783936,1.9559387,118.64167022705078,52.645855,7.832756169147541,0.31786542923433875,498284.0,14693920.0,2891398.2,2017836.6,10187321000000.0,9.052533,3.1968986988067627,1.1038805,1185184.125,2161355.2,4.4318942763891,0.7511375
0.0,1136.65,280.34726,187.78334,84962.1,-0.4382093,0.8058481812477112,1.0382787,524.583345413208,243.33975,7.653104427957693,0.055401662049861494,1522101.2,71846360.0,9690929.0,3377744.8,272596140000000.0,6.829712,2.7889983654022217,1.7037052,2409345.5,5192913.5,3.7604061781019187,0.49050587
0.0,1307.2333,162.93901,102.066666,35352.293,4.2711306,1.6439036130905151,1.1525434,267.16666865348816,133.42847,7.755176386963715,0.1549636803874092,583872.56,21287022.0,3784064.2,2622420.0,20187097000000.0,8.847369,3.1359381675720215,1.1873492,1789183.25,2711054.8,4.351590198315355,0.71359545
0.0,715.8,93.22886,8.825,19459.404,2.627593,1.721911072731018,1.4949902,148.78332901000977,64.438965,7.789732279755668,0.12802768166089964,186901.1,12359109.0,1712949.0,766867.25,7473555600000.0,8.739208,3.136842727661133,1.5959498,564533.71875,1010519.7,3.956627813400273,0.5681008
0.0,866.36664,168.25478,100.916664,31020.178,0.35520887,1.0508288145065308,1.0453666,276.92499446868896,143.02817,7.75010970177571,0.04043126684636118,488709.84,29750818.0,3498482.5,1506720.6,44763030000000.0,9.940551,3.403916358947754,1.9124057,627861.4375,1674341.8,3.7197168709264425,0.53843814
0.55,2044.9667,343.70682,226.8,130488.29,1.2958789,1.1906988620758057,1.0495703,549.5583477020264,289.80664,7.748700070901191,0.0,1425532.0,104613140.0,15134487.0,6568096.0,544763620000000.0,8.479233,3.0861847400665283,1.5421846,6638143.25,9301192.0,4.00044163861901,0.5775736
0.0,1218.2,277.8406,257.93335,68544.29,-0.21407127,0.6999589204788208,0.94103414,446.4458246231079,249.276,7.822958699195398,0.043010752688172046,1812242.9,51898660.0,7716371.5,4301084.0,131958290000000.0,9.767074,3.3637893199920654,1.4886932,2687709.375,4817455.5,4.1293343795577035,0.6603279
0.0,1251.0167,205.74118,187.57501,40227.715,1.5338869,0.996713399887085,0.9736687,333.6333351135254,183.32317,7.939190634904351,0.0024390243902439024,408049.97,32080184.0,4059424.8,1255576.9,56495987000000.0,8.90556,3.1887154579162598,1.8515879,2508642.15625,2099284.5,3.6743734410078037,0.46998355
0.0,1052.85,176.68123,75.691666,44969.883,0.7840724,1.17911696434021,1.1990008,306.6083221435547,141.41249,7.8570224438882565,0.27385892116182575,545589.25,30591180.0,3892163.2,1672875.6,48715580000000.0,9.8138895,3.3763349056243896,1.7932584,2060490.875,2115826.5,3.823426708039774,0.5540383
0.0,1439.75,241.10135,201.73334,64763.113,1.3045564,1.0416594743728638,1.0542296,402.2833321094513,208.36156,7.804569740106557,0.1678832116788321,941159.7,49173150.0,6713415.0,3223358.0,123597730000000.0,8.553868,3.117518901824951,1.6560055,2395096.0,3768969.0,3.8916110647604887,0.54793197
0.0,1017.65,169.12181,79.11667,41828.074,1.5068903,1.3045469522476196,1.2079884,299.6166687011719,135.25433,7.785926684650265,0.20607375271149675,587555.56,21072598.0,3750187.0,1844583.2,22173001000000.0,6.8308353,2.7532031536102295,1.2556231,2210896.5,2588559.2,4.242772476645773,0.6578495
0.0,1660.4,398.6022,350.3,141642.48,-0.036137342,0.7620054483413696,0.94328535,635.3833255767822,354.01645,8.313149041535153,0.03428571428571429,692514.56,131535070.0,15684134.0,5915811.0,861264600000000.0,9.460661,3.283290147781372,1.8711463,7750967.375,8084486.0,3.68022367162274,0.4686063
0.0,1817.2,229.7506,18.641666,93085.79,1.7225714,1.3211605548858643,1.3267114,459.34584045410156,179.70705,7.796837707664158,0.17105263157894737,818349.5,67508980.0,7806783.0,3093451.2,250018320000000.0,9.7842655,3.3737010955810547,2.025414,3550512.0625,3685267.2,3.5533341068750284,0.45674384
0.0,1143.3,172.08904,32.166668,48897.926,0.7477021,1.2285984754562378,1.2837611,302.9333190917969,133.25934,7.86783973180675,0.3058161350844278,283803.16,17732892.0,3861557.5,1754610.4,22793404000000.0,1.8099303,1.8021953105926514,1.236352,2001137.0625,2795246.8,4.141708780725196,0.5713582
6.633333,1430.1,244.86781,230.0,49123.723,2.2780352,1.0811870098114014,0.9038852,386.70416736602783,221.48093,7.876706282497337,0.0,921740.2,41708780.0,5856150.5,3291184.0,77076390000000.0,9.301228,3.2134523391723633,1.4991616,2118068.125,3541833.0,4.076084696073715,0.6208037
0.0,884.4167,189.54666,186.4,29162.41,0.230165,0.7330183386802673,0.8996941,285.83749556541443,171.88675,7.8460232236247025,0.0055248618784530384,786068.25,20649918.0,3243336.2,1851870.2,20365263000000.0,8.425383,3.082980155944824,1.3914033,1452584.5625,2053981.0,4.164157731316042,0.648848
0.13333334,2644.8167,351.65744,269.60834,143497.06,4.7518415,1.6602059602737427,1.0757326,529.8041653633118,294.4404,7.700564339145001,0.0,2332356.5,116243550.0,16633587.0,8760663.0,681231600000000.0,9.394077,3.2840912342071533,1.5691392,5973683.25,10115764.0,4.025320112264622,0.60787547
0.0,1102.8833,295.0362,251.13333,72331.38,-0.5553446,0.6137580871582031,0.9103129,463.8499927520752,266.61237,7.824106550698086,0.04395604395604396,1599084.6,57521092.0,8203578.5,4075507.5,165756750000000.0,7.9705334,3.0083861351013184,1.569395,2104432.125,4718744.5,3.9713091304358397,0.5781865
0.0,1532.6,231.64227,15.95,90402.12,0.2832694,1.093727469444275,1.2968247,467.8166809082031,183.38655,7.873785581722192,0.30700179533213645,1033814.4,59713348.0,7098734.5,2743525.0,177826600000000.0,9.640332,3.3271677494049072,1.8785269,2322963.0,3579387.0,3.705432689884907,0.50528663
1.0166667,1200.5,314.0626,275.19165,72360.56,-0.33788753,0.6474406123161316,0.85526145,480.09583806991577,288.58942,7.82503621456472,0.0,1367443.0,41630748.0,8550203.0,5508308.5,89905740000000.0,6.2034063,2.5874757766723633,1.1089636,6800758.0,6395986.5,4.353490893964228,0.68271416
1.6,1288.6167,293.46246,280.66666,42956.98,0.8559246,0.7255088090896606,0.7053956,285.56666564941406,278.59488,8.28376218195631,0.0,1377019.1,30354438.0,5024436.0,3101985.8,45179646000000.0,9.660413,3.3413851261138916,1.3377781,2183652.375,3359599.0,4.26097073821053,0.7041244
0.0,1290.75,237.71147,204.92499,57559.32,1.0088987,1.0621836185455322,1.0080332,375.0374929904938,204.1131,7.898608711596745,0.012254901960784314,981498.5,36477436.0,5486004.0,2444039.5,68445180000000.0,8.388158,3.076608180999756,1.5080485,2565895.375,3396159.0,4.03842101429435,0.59693694
0.0,1083.5834,76.94885,0.0,26995.545,4.198927,2.1822097301483154,2.1342473,9.949999809265137,34.471516,7.776717613669549,0.6856095325389551,213969.34,13440189.0,1567957.5,541454.9,9655374000000.0,9.427772,3.301584243774414,1.9817563,393955.6875,736480.5,3.585525160489671,0.4739009
2.7166667,1312.9667,219.2039,181.01666,47739.527,2.2849355,1.3688949346542358,0.9953827,303.8666687011719,186.08643,7.818791506309824,0.0,557833.9,34412830.0,5521239.5,3129770.8,57710170000000.0,8.29431,3.0425572395324707,1.3759086,2551876.625,3691834.0,4.159900938458897,0.6273535
0.0,3160.75,147.4017,0.0,90376.7,20.230183,3.4011616706848145,2.0383205,173.2624969482422,76.95861,7.712935613505574,0.5792540792540792,2572266.8,37845404.0,6419879.0,3830475.8,70916340000000.0,9.173745,3.2489285469055176,1.3117356,1502451.0,4244078.0,4.274283365621462,0.7099984
0.0,886.2833,68.200264,0.0,20277.125,7.1812954,2.605769157409668,2.0867245,52.77916717529297,30.48482,7.651733102587197,0.5777262180974478,600948.8,7553388.0,1613732.0,1080603.4,2314971400000.0,6.639594,2.6853654384613037,0.9428474,722886.84375,1213006.8,4.525781819953513,0.7852816
0.0,1150.4333,138.02673,22.083334,39782.414,3.4951506,1.82253098487854,1.4436713,231.31666564941406,97.422485,7.757918547570824,0.06095238095238095,826804.6,20719684.0,3482658.5,2249227.0,21547257000000.0,9.133495,3.2282345294952393,1.3328618,1696518.5,2318738.8,4.240735261176707,0.6818637
0.0,984.9667,133.81177,4.075,52828.62,1.6892266,1.6787619590759277,1.7165793,209.52083587646484,81.34678,7.883633639183903,0.0648854961832061,294490.75,25634690.0,3440607.5,1477222.8,34546650000000.0,8.611783,3.1387152671813965,1.7083145,1170590.75,1861964.0,3.842415553904019,0.53247195
0.0,1658.2667,152.26678,6.383333,72648.86,4.419449,2.1113314628601074,1.7691182,239.98333644866943,88.00899,8.039813113721419,0.013937282229965157,726193.2,29320092.0,5400964.5,4257984.0,37444473000000.0,7.8651896,2.8903300762176514,1.1329808,3453686.375,3998492.2,4.361999781446317,0.6982357
0.0,4007.3667,162.76802,5.65,114867.3,34.501045,4.313660144805908,2.081021,178.89999389648438,85.04302,7.821213044744283,0.023255813953488372,1438748.6,32986212.0,8671516.0,6102828.5,43864476000000.0,6.2546988,2.5221853256225586,0.76376796,4815617.75,7393028.0,4.6440019930599625,0.8224518
0.0,1487.6833,290.4683,170.275,95951.07,-0.48676324,0.6766512393951416,1.065308,551.5833190083504,255.05412,7.965482903735437,0.1991701244813278,1388998.9,43113296.0,7463189.0,3352966.5,119091835000000.0,4.0684133,2.343853712081909,1.462233,2176154.875,4425894.0,3.9844806077411463,0.5573852
0.1,1479.6333,107.25984,31.291668,23475.094,13.718569,2.638568162918091,1.4269785,168.70416641235352,77.706604,7.756290965859418,0.0,305303.72,15435238.0,2474927.2,1526552.9,11330700000000.0,9.067161,3.2068941593170166,1.3600847,1132567.03125,1630600.4,4.21072308463545,0.6664607
